Crop,State,District,Season,Year,Area,Production,Yield,Rainfall,Temperature,Humidity,pH,N,P,K,Pesticide_usage
Sunflower,Maharashtra,Aurangabad,Zaid,2017,41206.53,61278.23,1.4871,441.1,22.27,63.49,7.02,88.87,45.43,,12.07
Potato,Tamil Nadu,Chennai,Rabi,2011,37071.11,946510.7,25.5323,635.2,23.43,71.27,6.18,95.81,64.08,118.01,17.89
Groundnut,Odisha,Rourkela,Kharif,2015,,81110.5,1.7323,682.31,34.3,71.11,6.51,31.88,32.32,61.27,
Tomato,Gujarat,Ahmedabad,Whole Year,2010,47543.56,1747496.83,36.7557,1069.09,26.44,60.96,6.36,108.1,,84.21,19.16
Sunflower,Haryana,Gurugram,Zaid,2013,38561.95,61494.74,1.5947,620.83,24.99,61.59,6.43,60.12,57.18,43.72,17.46
Groundnut,Madhya Pradesh,Ujjain,Zaid,2012,14835.54,29344.7,1.978,557.81,31.45,59.88,6.57,18.42,43.03,82.16,4.38
Coffee,Madhya Pradesh,Ujjain,Whole Year,2002,33376.65,62627.95,1.8764,1599.87,24.88,74.84,6.41,129.4,63.46,107.19,16.85
Maize,Punjab,Ludhiana,Zaid,2011,29797.07,126980.21,4.2615,911.42,26.78,59.36,6.73,80.4,53.92,68.9,15.57
Mustard,Tamil Nadu,Tiruchirappalli,Rabi,2021,945.69,1755.86,1.8567,369.51,10.26,48.8,7.11,80.81,46.14,32.4,10.6
Potato,Bihar,Darbhanga,Whole Year,2006,43974.83,1194466.32,27.1625,803.07,17.91,69.14,5.23,113.78,81.88,141.49,18.04
Maize,Odisha,Bhubaneswar,Kharif,2001,24255.45,98300.06,4.0527,1174.67,29.43,73.56,6.99,109.9,54.21,41.74,11.12
Ginger,Haryana,Faridabad,Kharif,2009,15825.84,256411.84,16.2021,2859.63,21.64,82.86,6.31,71.05,59.63,101.09,18.97
Sugarcane,Rajasthan,Bikaner,Whole Year,2014,3125.38,254295.92,81.3648,1497.31,26.53,66.11,6.62,141.4,70.7,107.22,6.39
Potato,West Bengal,Asansol,Rabi,2005,13807.72,418101.9,30.2803,716.41,15.44,68.31,5.67,120.35,78.39,127.33,4.58
Rice,Bihar,Bhagalpur,Kharif,2015,49749.57,182859.52,3.6756,1163.34,28.37,79.96,6.11,101.09,47.84,53.18,19.08
Chickpea,Gujarat,Ahmedabad,Rabi,2022,3746.77,6388.99,1.7052,,28.62,68.31,7.44,,59.62,23.8,10.67
Groundnut,Maharashtra,Nagpur,Zaid,2009,23897.32,46028.63,1.9261,733.3,26.63,64.13,6.66,32.96,34.95,79.22,10.23
Jowar,West Bengal,Durgapur,Kharif,2009,16151.33,26337.97,1.6307,614.35,25.29,54.43,6.99,83.92,43.22,27.38,2.81
Chickpea,Karnataka,Hubli,Rabi,2000,2341.07,3617.66,1.5453,601.71,28.78,68.53,6.87,34.03,47.43,27.85,7.46
Sunflower,Madhya Pradesh,Ujjain,Zaid,2003,42378.86,78392.42,1.8498,411.01,30.08,62.55,6.19,96.09,57.55,59.49,19.15
Potato,Rajasthan,Jodhpur,Whole Year,2008,47527.91,1424563.55,29.9732,758.35,22.59,70.65,5.53,109.08,77.46,129.0,17.93
Sunflower,West Bengal,Siliguri,Zaid,2019,10302.6,13734.4,1.3331,413.12,27.63,50.93,6.3,70.21,45.91,51.88,17.65
Tomato,Uttar Pradesh,Varanasi,Zaid,2007,2477.3,105983.6,42.7819,1094.87,,69.27,6.05,109.07,83.22,94.1,6.16
Turmeric,Gujarat,Ahmedabad,Kharif,2021,18172.6,150650.85,8.29,1213.12,26.56,87.07,,88.93,44.01,110.18,4.23
Onion,Haryana,Ambala,Zaid,2014,20855.6,561199.17,26.9088,627.21,,56.79,6.19,90.36,58.29,,7.07
Sugarcane,Rajasthan,Ajmer,Whole Year,2015,4014.95,321725.97,80.132,1780.63,30.42,88.81,6.06,132.67,71.28,76.69,5.67
Maize,Madhya Pradesh,Gwalior,Zaid,2020,28048.58,140820.7,5.0206,1183.45,24.49,54.77,6.02,111.23,61.25,45.16,2.42
Wheat,West Bengal,Asansol,Rabi,2016,1639.81,4954.52,3.0214,799.09,12.36,43.57,7.15,62.08,42.84,44.27,13.59
Sugarcane,Odisha,Rourkela,Whole Year,2016,19087.83,1476245.14,77.3396,1384.36,,85.97,6.02,,73.59,,14.22
Cotton,Madhya Pradesh,Jabalpur,Kharif,2005,27366.87,58956.45,2.1543,1002.92,33.08,46.27,7.56,98.68,26.29,37.62,11.28
Sunflower,Haryana,Ambala,Zaid,2019,33889.91,53556.22,1.5803,600.61,20.85,49.39,7.39,85.0,46.33,56.33,17.09
Rice,Madhya Pradesh,Gwalior,Kharif,2011,14452.87,57110.52,3.9515,1501.07,29.33,78.09,5.6,92.27,47.06,52.43,15.78
Sugarcane,Assam,Dibrugarh,Whole Year,2018,33909.29,2622140.97,77.3281,1982.05,32.63,83.34,6.17,104.33,56.16,85.26,15.73
Tea,Madhya Pradesh,Ujjain,Whole Year,2009,,112519.17,2.4597,1654.68,22.12,94.58,5.06,80.69,29.0,79.08,4.2
Rice,Madhya Pradesh,Bhopal,Kharif,2011,,16856.86,4.4422,1946.05,27.5,83.8,5.72,104.22,50.34,54.8,12.11
Onion,Madhya Pradesh,Gwalior,Zaid,2002,32460.39,650522.45,20.0405,400.36,23.79,67.67,6.92,70.7,40.45,98.6,6.6
Tea,Madhya Pradesh,Jabalpur,Whole Year,2003,47342.01,,2.0025,2604.8,26.48,79.05,5.09,86.35,23.1,77.79,14.17
Sugarcane,Uttar Pradesh,Allahabad,Whole Year,2008,22567.69,2209270.78,97.8953,1188.54,31.4,89.43,6.15,157.45,61.97,103.59,0.66
Onion,Rajasthan,Jodhpur,Zaid,2020,45735.98,1035430.57,22.6393,589.38,15.12,64.74,6.92,77.36,47.76,77.38,12.93
Bajra,Tamil Nadu,Chennai,Kharif,2014,36962.29,33413.91,0.904,308.32,28.22,32.19,6.19,40.55,24.97,24.29,14.79
Sunflower,West Bengal,Kolkata,Zaid,2015,16718.44,26050.67,1.5582,513.32,29.44,51.92,6.67,95.4,47.67,49.87,5.44
Maize,Odisha,Cuttack,Zaid,2006,13515.79,70386.18,5.2077,1072.43,24.54,68.91,6.1,94.74,66.86,59.99,14.26
Mustard,West Bengal,Siliguri,Rabi,2010,46820.4,97540.94,2.0833,449.76,10.33,49.03,6.65,52.56,46.49,35.85,1.6
Tomato,Telangana,Hyderabad,Zaid,2013,673.47,25687.22,38.1416,909.85,27.87,78.85,6.75,96.35,87.72,84.48,14.55
Tomato,Telangana,Nizamabad,Zaid,2003,14530.45,548326.87,37.7364,921.33,23.57,67.08,6.83,92.39,67.5,100.6,15.89
Barley,Gujarat,Rajkot,Rabi,2016,25331.14,79015.43,3.1193,496.37,19.19,50.09,6.29,87.64,,37.05,17.25
Coffee,West Bengal,Kolkata,Whole Year,2021,14867.55,30334.26,2.0403,1884.8,22.89,78.59,6.24,107.55,52.33,116.1,17.33
Wheat,Assam,Dibrugarh,Rabi,2016,20768.63,75961.26,3.6575,780.78,18.73,43.55,,89.3,57.63,,6.56
Sunflower,Andhra Pradesh,Guntur,Rabi,2023,,52389.06,1.698,616.36,28.36,61.06,6.09,82.28,48.32,48.58,10.25
Potato,Maharashtra,Kolhapur,Whole Year,2015,,,24.9414,846.04,17.06,72.84,6.34,85.86,73.49,107.14,4.48
Rice,Uttar Pradesh,Allahabad,Kharif,2016,42879.71,181556.98,4.2341,1332.85,29.15,87.63,6.6,106.93,48.16,57.71,14.1
Onion,Rajasthan,Jaipur,Zaid,2018,14346.89,376818.2,26.2648,461.83,21.3,50.33,6.61,81.26,55.32,92.82,13.13
Tea,Maharashtra,Nashik,Whole Year,2007,43879.79,,1.9297,,23.43,76.48,4.88,103.36,30.84,78.72,16.17
Onion,Punjab,Jalandhar,Rabi,2007,3528.81,83948.63,23.7895,562.69,24.21,50.21,6.33,74.78,53.93,88.91,13.4
Tomato,Uttar Pradesh,Lucknow,Whole Year,2001,38663.2,1520028.24,39.3146,,27.82,75.03,,101.94,61.99,110.66,10.6
Onion,Haryana,Rohtak,Zaid,2008,17413.44,348871.31,20.0346,542.16,,69.36,7.28,75.63,44.76,70.33,11.06
Tea,Assam,Dibrugarh,Whole Year,2012,35667.61,89022.79,2.4959,2399.66,26.2,92.37,5.22,103.17,31.77,47.41,15.04
Sunflower,Maharashtra,Aurangabad,Zaid,2022,33009.59,57265.04,1.7348,505.62,31.27,59.09,6.35,91.85,45.44,53.85,5.76
Onion,Haryana,Rohtak,Rabi,2012,32769.98,792014.37,24.1689,,21.0,74.58,7.18,92.95,41.89,91.07,15.59
Groundnut,Tamil Nadu,Chennai,Kharif,2005,20820.52,45736.44,2.1967,829.06,32.84,60.72,5.8,37.21,46.49,78.9,10.53
Groundnut,Telangana,Hyderabad,Zaid,2005,4806.94,12200.49,2.5381,,33.27,72.58,6.9,33.7,46.25,81.21,16.13
Cotton,Odisha,Bhubaneswar,Kharif,2019,44596.37,79439.51,1.7813,556.16,25.37,40.55,5.84,93.97,35.15,25.34,18.37
Coffee,Uttar Pradesh,Kanpur,Whole Year,2002,46926.85,90855.07,1.9361,1569.33,24.38,84.66,6.18,104.89,52.07,99.53,3.2
Barley,Andhra Pradesh,Guntur,Rabi,2022,30964.5,102012.55,3.2945,547.07,23.19,48.84,7.41,75.32,44.39,43.86,10.33
Chickpea,Bihar,Darbhanga,Rabi,2022,,69903.62,1.6183,321.76,,69.23,6.1,17.75,58.5,32.63,11.32
Onion,Uttar Pradesh,Kanpur,Rabi,2017,33421.25,,23.6972,611.64,,67.49,,93.49,45.09,60.77,16.15
Onion,Assam,Dibrugarh,Zaid,2023,47681.4,1176323.98,24.6705,557.03,16.02,68.51,6.14,95.26,57.53,93.35,12.08
Tomato,West Bengal,Kolkata,Whole Year,2019,12389.67,533718.49,43.0777,1185.71,26.83,67.51,6.8,107.63,77.9,100.06,17.75
Onion,Karnataka,Hubli,Zaid,2004,44878.56,1130028.68,25.1797,638.96,15.81,58.38,6.1,84.91,69.2,78.6,19.52
Tomato,Assam,Guwahati,Zaid,2001,3644.64,120539.18,33.073,761.14,21.01,,6.15,88.43,66.88,98.76,19.47
Tomato,Assam,Guwahati,Whole Year,2023,7863.01,258523.97,32.8785,612.31,28.27,67.31,6.35,88.29,78.92,88.79,6.4
Sunflower,Rajasthan,Bikaner,Rabi,2022,35363.11,59572.7,1.6846,712.22,23.64,,5.81,84.69,43.12,49.57,3.9
Bajra,Andhra Pradesh,Visakhapatnam,Kharif,2009,41136.82,54292.38,1.3198,490.0,,53.35,6.67,42.28,28.37,29.17,17.31
Turmeric,Andhra Pradesh,Kakinada,Kharif,2007,18636.22,139199.52,7.4693,1840.34,27.25,85.96,6.04,67.81,49.79,137.08,17.27
Maize,Maharashtra,Aurangabad,Zaid,2007,9901.32,50239.3,5.074,947.59,24.9,69.34,6.08,118.06,45.26,57.03,11.28
Tomato,Rajasthan,Bikaner,Whole Year,2020,14004.29,464648.34,33.179,771.42,29.27,79.4,6.57,88.75,65.49,113.03,3.29
Sunflower,Assam,Jorhat,Zaid,2002,44709.86,79207.99,1.7716,535.06,31.86,40.76,6.23,73.5,54.59,51.46,10.64
Ginger,Madhya Pradesh,Ujjain,Kharif,2017,2770.37,40972.94,14.7897,2331.51,22.0,75.88,5.74,75.06,44.64,,19.0
Sunflower,Andhra Pradesh,Guntur,Rabi,2012,23456.65,40289.14,1.7176,594.91,25.16,57.91,7.5,78.65,55.21,43.09,15.5
Soybean,Odisha,Rourkela,Kharif,2015,17086.54,40958.15,2.3971,905.91,25.01,51.51,6.03,35.32,,58.21,11.25
Sunflower,Madhya Pradesh,Bhopal,Rabi,2000,39820.77,65668.43,1.6491,586.27,29.28,67.45,,90.15,44.31,46.72,18.49
Tomato,West Bengal,Durgapur,Zaid,2016,10617.99,,49.0958,1156.41,23.66,66.36,6.75,102.26,85.69,113.4,8.91
Cotton,Tamil Nadu,Chennai,Kharif,2018,17319.68,38432.37,2.219,1153.24,24.72,61.4,7.29,61.2,49.04,41.7,6.69
Onion,West Bengal,Kolkata,Zaid,2012,613.2,,26.6856,696.04,19.05,58.5,6.12,88.64,61.19,84.91,9.13
Wheat,Uttar Pradesh,Agra,Rabi,2011,9368.08,30113.69,3.2145,455.42,12.44,57.86,6.23,74.9,58.57,41.24,19.38
Ginger,West Bengal,Howrah,Kharif,2019,37718.02,518400.24,13.7441,2635.57,20.56,70.14,5.71,83.12,58.09,112.7,13.44
Sunflower,West Bengal,Howrah,Zaid,2019,37897.48,50668.93,1.337,576.02,28.76,68.21,6.83,71.8,45.98,42.14,17.33
Potato,Odisha,Bhubaneswar,Whole Year,2014,47499.99,1381332.96,29.0807,791.8,18.9,72.1,5.07,86.85,89.36,131.61,4.75
Sunflower,Andhra Pradesh,Kurnool,Zaid,2020,,69592.05,1.6946,559.81,23.92,,7.21,82.66,53.14,57.97,16.12
Coffee,Andhra Pradesh,Kakinada,Whole Year,2012,29295.41,53677.98,1.8323,2199.71,24.17,87.27,5.72,93.58,66.87,119.18,17.53
Potato,Odisha,Rourkela,Whole Year,2021,21235.04,529468.12,24.9337,620.04,16.44,67.31,5.04,119.68,61.27,139.1,10.71
Rice,West Bengal,Howrah,Kharif,2021,23919.78,96329.74,4.0272,1492.27,24.09,71.69,6.2,94.03,47.25,56.11,9.9
Onion,Rajasthan,Udaipur,Rabi,2014,7065.98,198259.39,28.0583,410.3,17.66,50.42,7.02,83.06,62.86,91.26,1.99
Mustard,Telangana,Hyderabad,Rabi,2005,8144.82,16758.78,2.0576,571.64,11.03,,6.0,76.26,49.42,41.24,12.45
Maize,Bihar,Bhagalpur,Zaid,2002,17797.84,84089.45,4.7247,1088.8,26.12,61.2,6.11,102.03,52.1,65.01,2.56
Tomato,West Bengal,Asansol,Whole Year,2007,7924.95,238511.67,30.0963,700.92,28.79,71.14,6.23,113.09,61.26,96.77,10.3
Groundnut,Bihar,Patna,Zaid,2001,44320.47,108248.32,2.4424,714.91,29.03,68.81,6.3,38.36,48.33,79.06,13.71
Groundnut,Bihar,Darbhanga,Zaid,2005,47164.42,74713.16,1.5841,650.24,29.34,56.24,6.32,20.93,32.15,83.04,5.85
Chickpea,West Bengal,Siliguri,Rabi,2002,41441.56,63869.73,1.5412,,18.16,65.72,,32.82,53.93,26.49,9.09
Ginger,Andhra Pradesh,Guntur,Kharif,2002,49881.38,625826.76,12.5463,1956.74,21.98,,6.39,67.65,49.19,97.24,
Maize,Madhya Pradesh,Rewa,Kharif,2012,28314.46,136433.23,4.8185,1014.24,23.41,74.15,5.86,97.69,63.92,61.73,3.61
Soybean,Bihar,Muzaffarpur,Kharif,2021,48737.06,109780.23,2.2525,1155.88,24.2,51.52,6.04,,44.63,57.37,11.69
Ginger,Maharashtra,Nashik,Kharif,2015,664.0,9730.85,14.6549,2382.53,23.98,89.48,6.04,91.49,46.13,,5.87
Potato,Andhra Pradesh,Kurnool,Whole Year,2010,40301.88,1163938.45,28.8805,965.2,15.95,74.0,5.51,91.22,69.04,140.87,17.48
Tea,Assam,Silchar,Whole Year,2006,2659.56,5564.07,2.0921,2091.86,21.89,78.23,5.07,109.55,28.84,53.38,
Sunflower,Madhya Pradesh,Bhopal,Rabi,2003,20445.02,32047.57,1.5675,633.94,24.05,64.09,6.22,65.02,43.43,56.55,19.53
Tomato,Madhya Pradesh,Rewa,Whole Year,2014,14934.63,546716.48,36.6073,1003.43,28.26,73.46,6.82,89.2,72.34,89.62,8.24
Potato,Gujarat,Surat,Whole Year,2011,4153.36,124963.39,30.0873,988.64,22.94,78.19,5.87,129.63,66.25,149.42,17.39
Tea,Punjab,Bathinda,Whole Year,2019,22377.45,55717.61,2.4899,2467.29,15.31,83.59,4.78,117.13,33.31,60.03,3.02
Sugarcane,Telangana,Warangal,Whole Year,2000,24662.39,1954306.97,79.2424,,30.63,77.79,6.09,111.7,69.56,101.24,
Groundnut,Maharashtra,Nashik,Zaid,2002,16284.04,34095.52,2.0938,741.27,30.75,60.73,5.91,31.91,41.88,78.09,15.49
Jowar,Tamil Nadu,Chennai,Kharif,2008,32646.54,41908.36,1.2837,461.0,32.01,43.4,7.5,60.04,41.26,30.31,4.08
Sugarcane,Karnataka,Mysuru,Whole Year,2011,1489.41,133186.47,89.4223,1482.71,32.55,81.82,7.09,137.36,74.2,103.68,10.11
Onion,Maharashtra,Kolhapur,Zaid,2004,28886.37,617090.86,21.3627,335.95,22.81,58.52,7.38,82.56,55.01,62.78,8.43
Sugarcane,Tamil Nadu,Tiruchirappalli,Kharif,2021,26320.97,2465303.65,93.6631,1676.36,31.48,88.65,6.44,141.87,77.01,101.69,0.52
Coffee,Madhya Pradesh,Ujjain,Whole Year,2013,22174.09,37185.95,1.677,2337.26,19.27,72.53,6.31,82.55,60.54,125.14,18.52
Potato,Rajasthan,Kota,Rabi,2012,44723.83,1271185.42,28.423,945.6,15.14,71.45,5.83,112.25,71.53,114.94,3.39
Sunflower,Telangana,Hyderabad,Zaid,2012,49442.89,72488.22,1.4661,455.21,20.97,64.89,7.46,69.03,47.8,49.6,8.39
Coffee,Rajasthan,Jodhpur,Whole Year,2019,29177.45,50952.58,1.7463,1902.7,24.73,83.64,5.82,128.75,49.81,95.29,3.1
Tomato,Bihar,Bhagalpur,Whole Year,2012,12911.5,531621.97,41.1743,655.5,27.8,73.47,6.77,112.16,72.78,119.79,6.5
Groundnut,Telangana,Hyderabad,Kharif,2010,9892.66,18556.65,1.8758,639.25,30.86,63.53,5.63,18.14,49.27,63.24,1.61
Chickpea,Telangana,Khammam,Rabi,2009,41021.37,54599.44,1.331,400.92,19.62,58.41,7.35,16.04,49.96,33.79,16.29
Sunflower,Bihar,Bhagalpur,Rabi,2023,3824.46,7180.81,1.8776,708.18,24.05,68.25,6.7,96.31,59.93,54.01,14.78
Coffee,Madhya Pradesh,Rewa,Whole Year,2016,33837.64,64511.46,1.9065,2290.01,21.18,81.59,5.85,98.43,51.1,107.52,16.41
Sugarcane,Odisha,Rourkela,Kharif,2013,8179.96,730127.69,89.2581,1354.73,28.41,67.88,7.32,139.49,79.93,88.07,8.59
Onion,Rajasthan,Kota,Rabi,2022,20806.53,388512.01,18.6726,372.21,18.41,63.13,6.17,89.22,44.06,67.91,17.43
Potato,Uttar Pradesh,Lucknow,Whole Year,2001,2000.51,54134.6,27.0604,520.98,18.64,66.97,5.17,111.0,87.93,110.75,5.46
Sugarcane,Bihar,Muzaffarpur,Whole Year,2017,,679084.59,78.1717,1371.55,,78.09,6.48,152.73,66.75,104.8,9.66
Onion,Karnataka,Mangaluru,Rabi,2021,23894.26,578157.46,24.1965,410.83,27.23,53.11,7.31,85.2,64.86,91.34,
Maize,Tamil Nadu,Madurai,Kharif,2004,623.63,2862.15,4.5895,970.76,,76.22,5.82,115.8,44.47,63.58,4.92
Sunflower,Bihar,Darbhanga,Zaid,2019,1303.1,1539.09,1.1811,583.73,29.03,67.17,7.22,64.66,42.54,43.79,4.34
Potato,Madhya Pradesh,Bhopal,Rabi,2023,27778.88,852006.03,30.671,799.28,,84.16,5.81,121.3,85.26,139.22,12.3
Maize,Haryana,Ambala,Zaid,2008,1148.95,5112.25,4.4495,770.02,28.37,66.29,6.25,112.78,64.75,63.63,12.69
Groundnut,Punjab,Patiala,Zaid,2018,44189.88,65564.52,1.4837,,25.26,63.83,6.28,21.77,33.88,74.23,19.89
Potato,Karnataka,Mangaluru,Rabi,2020,2529.87,58307.94,23.0478,,21.46,65.91,6.42,84.9,61.76,,16.92
Ginger,Haryana,Gurugram,Kharif,2013,25976.23,394716.61,15.1953,2526.47,29.49,72.85,5.88,69.83,47.16,119.58,11.32
Sugarcane,Maharashtra,Nashik,Whole Year,2018,16624.21,1390804.68,83.6614,1579.62,24.24,,6.06,145.96,62.41,96.12,19.37
Soybean,Andhra Pradesh,Kakinada,Kharif,2019,9033.68,,2.347,885.05,29.22,52.18,6.28,43.93,53.55,50.94,7.32
Groundnut,Bihar,Muzaffarpur,Zaid,2013,48084.63,100968.11,2.0998,769.84,31.12,,5.79,33.26,39.8,78.92,16.3
Coffee,Uttar Pradesh,Varanasi,Whole Year,2019,43334.52,61309.68,1.4148,1915.82,23.49,78.05,6.02,83.58,60.76,87.0,19.93
Potato,Haryana,Ambala,Whole Year,2013,652.82,18806.44,28.808,563.79,19.09,72.09,5.45,116.51,82.87,121.7,14.75
Sunflower,Odisha,Rourkela,Rabi,2014,8156.75,13794.7,1.6912,484.04,28.91,40.76,6.4,78.87,51.07,51.41,15.71
Chickpea,Madhya Pradesh,Jabalpur,Rabi,2008,37262.36,,1.4131,352.2,21.61,49.52,7.37,25.31,43.92,30.26,1.69
Groundnut,West Bengal,Howrah,Kharif,2010,14352.74,27542.91,1.919,870.74,26.74,61.79,5.64,33.37,30.48,77.54,12.7
Jowar,Uttar Pradesh,Kanpur,Kharif,2012,12755.28,16677.53,1.3075,460.85,30.88,49.48,6.94,75.68,31.89,37.36,16.26
Chickpea,Karnataka,Bengaluru,Rabi,2000,13513.0,21841.06,1.6163,,23.82,52.79,6.92,19.97,44.94,26.13,2.09
Onion,Andhra Pradesh,Vijayawada,Rabi,2019,28990.98,607459.6,20.9534,454.98,26.23,57.72,6.44,60.58,,84.19,5.69
Tea,Gujarat,Mehsana,Whole Year,2014,33985.42,,2.1818,1930.83,26.44,75.98,4.73,135.9,39.94,,18.0
Groundnut,Gujarat,Vadodara,Zaid,2009,42969.68,79897.82,1.8594,779.02,32.6,57.81,6.12,27.5,43.5,67.17,4.59
Barley,Andhra Pradesh,Kakinada,Rabi,2018,44325.78,108713.41,2.4526,327.23,14.37,63.96,6.64,56.05,38.04,41.57,12.82
Chickpea,Andhra Pradesh,Guntur,Rabi,2017,10408.39,14635.24,1.4061,302.73,22.85,67.65,7.22,22.83,52.72,27.97,16.59
Onion,Punjab,Ludhiana,Zaid,2006,1375.93,36164.26,26.2835,624.96,16.07,65.0,6.73,91.52,67.1,70.7,11.15
Tomato,Odisha,Bhubaneswar,Zaid,2009,38256.08,1512018.0,39.5236,1009.52,23.32,70.01,6.65,85.87,,117.8,10.46
Potato,Punjab,Jalandhar,Rabi,2013,22325.94,565754.95,25.3407,971.79,23.71,70.79,6.17,84.21,87.31,111.78,16.16
Jowar,Odisha,Bhubaneswar,Kharif,2023,32377.18,56051.37,1.7312,829.84,34.59,46.53,6.13,75.0,40.96,32.68,4.29
Onion,Uttar Pradesh,Agra,Zaid,2004,25604.57,669323.94,26.1408,631.83,24.22,52.64,7.26,84.17,53.83,93.15,13.58
Maize,Odisha,Bhubaneswar,Zaid,2023,7048.42,30563.36,4.3362,642.55,23.5,75.87,6.08,104.48,49.19,49.78,14.06
Tomato,Maharashtra,Kolhapur,Whole Year,2016,11153.71,379858.56,34.0567,702.96,21.67,69.25,6.03,82.25,67.67,101.1,2.88
Barley,Karnataka,Hubli,Rabi,2016,22618.2,67945.07,3.004,505.35,22.63,61.85,7.28,84.77,45.6,44.36,13.63
Potato,Andhra Pradesh,Vijayawada,Whole Year,2006,16110.64,471613.21,29.2734,960.35,18.45,66.09,5.31,109.8,99.83,121.76,8.66
Sugarcane,Karnataka,Mysuru,Kharif,2021,42209.58,2836074.34,67.1903,1067.6,,88.22,6.65,144.54,55.03,74.81,2.82
Sugarcane,Bihar,Muzaffarpur,Whole Year,2009,5619.12,405435.8,72.1529,1053.83,26.09,,6.59,102.14,79.83,79.31,16.15
Bajra,Odisha,Bhubaneswar,Kharif,2009,43884.86,62105.85,1.4152,413.99,25.49,58.28,5.98,70.93,33.43,20.63,11.47
Sugarcane,Madhya Pradesh,Rewa,Kharif,2017,4958.61,360722.02,72.7466,1403.48,26.58,85.47,6.51,142.38,60.37,70.28,16.64
Wheat,Rajasthan,Jaipur,Rabi,2016,11755.01,31696.21,2.6964,574.82,,51.31,7.31,62.73,43.74,51.11,18.15
Sunflower,Maharashtra,Pune,Zaid,2022,49689.82,94877.74,1.9094,766.32,28.62,48.51,6.35,72.59,53.48,56.89,0.9
Sugarcane,Maharashtra,Kolhapur,Kharif,2020,27277.08,2138705.83,78.4067,1859.65,,86.35,6.02,104.67,,79.88,10.48
Sunflower,Andhra Pradesh,Kurnool,Zaid,2013,47630.59,80857.69,1.6976,680.37,,53.42,,90.18,48.91,51.84,13.27
Groundnut,Karnataka,Mangaluru,Kharif,2014,27397.56,41786.76,1.5252,419.91,27.74,73.89,6.93,17.19,37.55,72.41,7.37
Sunflower,Odisha,Cuttack,Zaid,2000,25456.27,42394.87,1.6654,707.19,27.54,59.0,6.57,84.81,,49.56,10.86
Sunflower,Andhra Pradesh,Guntur,Rabi,2017,46211.24,83023.11,1.7966,770.52,,64.74,6.97,92.81,51.24,,11.26
Onion,Punjab,Amritsar,Zaid,2023,29366.94,625868.23,21.312,377.26,21.13,61.81,6.57,81.04,62.78,88.51,10.59
Bajra,Odisha,Rourkela,Kharif,2021,3706.62,4701.48,1.2684,344.16,26.13,37.08,6.32,63.03,37.07,34.51,4.54
Sugarcane,Karnataka,Mysuru,Whole Year,2023,15453.19,1277224.7,82.6512,1205.79,32.16,78.67,7.33,155.56,54.85,108.63,11.3
Barley,Odisha,Bhubaneswar,Rabi,2015,15143.01,41687.19,2.7529,357.45,12.05,,6.87,73.97,39.03,52.8,11.79
Bajra,Bihar,Bhagalpur,Kharif,2018,4446.75,5631.36,1.2664,449.7,35.78,36.66,6.88,59.5,33.83,,11.29
Sugarcane,Haryana,Gurugram,Whole Year,2023,17158.27,1362162.45,79.3881,1793.94,34.35,80.58,7.11,126.02,75.45,84.53,16.2
Onion,Uttar Pradesh,Lucknow,Rabi,2015,19434.58,482162.21,24.8095,492.12,23.6,55.48,6.17,83.34,53.93,84.77,12.13
Sugarcane,Uttar Pradesh,Agra,Kharif,2002,48366.83,3832785.91,79.2441,1475.1,33.88,78.13,7.06,142.91,,87.08,5.42
Tea,Haryana,Hisar,Whole Year,2009,48866.46,111606.11,2.2839,2325.99,16.99,89.56,5.1,94.54,33.27,73.56,14.76
Chickpea,Maharashtra,Aurangabad,Rabi,2001,46842.56,79023.4,1.687,343.26,27.63,58.42,6.49,27.89,49.95,23.57,4.24
Soybean,Madhya Pradesh,Jabalpur,Kharif,2015,,46652.49,2.6108,1043.92,27.89,53.57,6.14,40.41,45.48,56.55,6.09
Potato,West Bengal,Asansol,Whole Year,2010,35246.33,1036143.41,29.3972,632.54,21.96,68.86,5.14,126.43,89.55,115.31,10.88
Onion,Uttar Pradesh,Kanpur,Zaid,2009,8396.14,218517.1,26.0259,591.05,26.99,69.06,6.89,75.19,58.52,98.79,4.24
Maize,Punjab,Jalandhar,Zaid,2011,24540.31,93564.84,3.8127,718.53,28.05,55.57,5.9,101.15,50.03,55.58,9.01
Tea,Gujarat,Mehsana,Whole Year,2006,,124052.05,2.7764,2754.62,,81.32,5.35,103.27,25.76,68.99,1.3
Sunflower,Rajasthan,Jaipur,Zaid,2005,24302.4,39479.25,1.6245,645.67,22.84,54.5,6.53,63.42,59.45,50.36,1.96
Tea,Assam,Guwahati,Whole Year,2009,28882.72,50914.46,1.7628,2751.25,16.53,75.9,4.94,87.15,20.73,42.11,16.96
Maize,Maharashtra,Pune,Kharif,2019,22509.02,,4.2017,789.32,21.07,61.0,5.92,103.1,57.13,49.97,15.45
Tea,Tamil Nadu,Chennai,Whole Year,2018,34290.21,70925.87,2.0684,1754.64,16.24,83.38,,97.4,24.03,50.61,3.85
Onion,Gujarat,Surat,Rabi,2012,15937.7,358279.5,22.48,600.71,26.78,68.59,6.8,68.81,55.46,64.09,17.28
Soybean,Haryana,Hisar,Kharif,2012,,72533.12,2.2339,785.82,22.02,,6.76,46.98,52.47,42.63,13.69
