temperature,rainfall,humidity,soil_pH,nitrogen,phosphorus,potassium,solar_radiation,wind_speed,soil_moisture,crop_type,yield,yield_category,crop_name
28.6,910.41,30.44,5.36,87.88,40.18,77.16,19.71,3.74,49.24,1,8.26,High,Wheat
30.05,309.45,59.58,6.67,83.12,47.87,54.73,24.89,4.96,31.26,2,7.135,Low,Maize
17.51,1096.49,100.0,7.36,183.43,77.75,80.27,24.56,0.5,60.59,4,5.999,Low,Cotton
32.37,1143.24,61.54,7.2,158.24,60.69,88.86,10.31,3.19,49.36,4,8.029,Medium,Cotton
24.1,601.84,81.55,5.85,197.74,24.06,101.33,20.31,2.66,74.74,6,7.375,Low,Barley
27.88,1026.06,86.63,5.5,122.22,94.94,108.2,17.29,2.45,80.88,7,7.712,Medium,Millet
36.67,643.05,68.28,6.27,131.52,49.4,69.86,18.62,4.08,56.45,0,7.756,Medium,Rice
32.38,929.3,52.37,7.75,109.31,51.94,92.49,16.41,5.18,46.03,5,8.326,High,Sugarcane
25.39,520.65,28.47,7.02,108.52,65.12,92.31,18.47,3.3,30.81,0,7.846,Medium,Rice
21.65,362.07,75.26,7.06,78.32,72.5,88.2,18.61,3.81,58.57,1,7.377,Low,Wheat
14.09,785.15,52.78,7.21,123.36,99.22,68.01,15.68,3.67,48.15,7,7.338,Low,Millet
22.69,862.88,67.64,6.84,88.43,26.8,54.3,14.41,3.5,53.07,6,8.524,High,Barley
25.73,780.7,46.25,6.6,137.68,76.52,92.55,16.21,1.87,70.95,0,8.358,High,Rice
21.08,544.79,61.02,7.03,126.8,74.86,37.33,18.94,5.16,32.63,2,8.476,High,Maize
26.21,780.03,65.51,6.06,131.51,57.26,73.3,20.4,3.94,31.14,4,8.945,High,Cotton
27.46,980.79,69.03,5.37,187.01,75.75,16.16,21.41,4.09,41.45,1,8.2,High,Wheat
25.65,886.53,48.28,7.08,118.49,78.69,46.59,16.02,2.29,57.32,6,8.453,High,Barley
23.1,954.75,82.95,7.49,150.27,32.36,58.07,19.14,2.81,53.32,0,8.233,High,Rice
28.01,698.97,56.05,5.61,202.06,95.0,107.42,21.85,3.24,31.56,5,9.01,High,Sugarcane
29.65,1251.52,39.88,7.16,172.26,28.82,97.2,22.66,1.2,56.35,2,8.107,Medium,Maize
20.46,547.15,63.36,7.84,166.13,37.29,66.15,17.76,0.97,26.98,2,7.0,Low,Maize
35.47,1046.27,65.52,6.5,107.73,54.76,98.23,17.12,2.6,32.43,0,7.786,Medium,Rice
26.41,1254.57,67.41,5.85,129.19,98.5,102.19,18.76,4.28,43.27,4,8.316,High,Cotton
27.11,1044.27,85.43,6.6,67.27,53.83,75.98,13.4,2.52,36.7,0,8.433,High,Rice
31.25,839.24,61.45,6.06,139.96,59.36,45.39,17.23,1.97,58.35,1,9.4,High,Wheat
28.4,741.51,63.21,6.01,130.98,88.64,74.8,20.98,2.28,49.3,0,9.099,High,Rice
32.72,1210.83,48.45,6.85,120.94,53.99,77.55,20.57,2.82,71.48,2,6.834,Low,Maize
28.72,473.11,77.31,5.22,161.09,36.43,49.19,16.92,2.97,41.29,6,7.39,Low,Barley
23.33,608.96,67.76,5.34,71.69,51.66,89.18,18.87,6.75,43.17,0,7.813,Medium,Rice
29.17,780.73,58.7,6.52,185.39,87.42,87.0,14.7,5.08,63.16,4,8.493,High,Cotton
20.14,1271.3,36.43,6.48,156.07,61.42,91.13,20.81,5.04,43.64,7,7.476,Medium,Millet
27.65,1013.93,86.67,6.77,117.17,98.61,86.97,17.69,5.25,67.41,6,8.652,High,Barley
26.8,609.59,46.58,8.0,114.05,74.76,98.25,16.9,2.0,53.11,5,8.138,Medium,Sugarcane
25.75,806.91,56.13,6.58,139.22,47.1,75.52,16.55,1.67,10.0,3,8.615,High,Soybean
26.23,715.7,70.38,6.98,180.83,61.02,85.04,17.75,1.84,62.66,0,8.909,High,Rice
15.71,687.06,47.05,5.72,124.06,42.94,70.06,16.21,5.5,58.69,4,6.324,Low,Cotton
23.71,1193.67,42.6,7.11,125.76,46.63,65.39,20.63,2.68,59.27,6,7.434,Low,Barley
27.56,488.48,33.14,6.08,120.72,130.0,113.46,16.42,1.62,16.34,4,7.548,Medium,Cotton
27.96,1382.63,75.81,6.56,191.28,80.37,28.91,24.37,2.85,35.06,5,7.73,Medium,Sugarcane
20.83,1148.47,56.82,6.41,105.24,77.22,101.92,23.86,3.14,36.17,2,8.226,High,Maize
34.59,1227.26,100.0,7.33,118.82,47.54,64.49,14.43,3.9,32.38,4,6.781,Low,Cotton
21.8,761.12,50.08,5.45,178.54,91.39,61.25,18.28,3.88,71.13,6,7.804,Medium,Barley
32.82,855.02,51.18,4.67,125.88,81.99,86.54,15.4,2.26,44.82,4,7.829,Medium,Cotton
29.56,470.05,56.52,6.33,165.48,97.63,42.76,16.69,4.53,44.45,4,8.334,High,Cotton
23.12,742.6,68.65,6.87,83.55,96.66,59.6,26.01,2.54,53.28,4,8.05,Medium,Cotton
37.65,1048.1,57.95,6.62,111.79,30.42,58.77,16.77,3.27,53.54,1,8.061,Medium,Wheat
19.84,1288.82,74.18,7.49,179.38,37.8,74.47,19.44,4.53,10.0,1,6.659,Low,Wheat
32.51,567.85,50.32,6.85,92.95,39.92,59.9,20.17,2.54,35.3,2,7.76,Medium,Maize
33.0,790.35,44.28,6.05,113.95,41.12,120.03,14.0,2.65,23.81,0,7.683,Medium,Rice
22.98,854.61,38.03,4.64,130.27,66.47,124.93,14.58,4.39,51.0,4,8.074,Medium,Cotton
35.35,481.26,31.65,6.31,80.43,48.66,29.45,13.18,2.21,40.67,5,6.19,Low,Sugarcane
25.5,1077.4,57.23,7.32,103.45,101.45,93.61,14.46,2.92,45.23,0,9.301,High,Rice
28.73,682.8,60.49,6.19,124.51,98.09,101.47,8.0,4.33,13.82,5,7.027,Low,Sugarcane
28.56,841.38,55.53,6.52,121.87,59.87,93.57,20.18,6.58,40.35,0,8.823,High,Rice
26.19,764.42,83.65,6.84,171.21,99.11,63.55,26.22,4.41,61.73,2,8.267,High,Maize
31.86,663.2,83.42,5.69,181.66,89.76,73.9,18.59,4.21,66.14,4,8.279,High,Cotton
31.76,897.89,59.98,7.0,85.76,50.99,61.29,12.33,4.3,55.78,4,7.574,Medium,Cotton
16.51,835.32,38.09,7.81,124.45,19.82,69.49,15.43,1.89,24.97,3,6.073,Low,Soybean
34.83,788.44,56.5,6.36,146.97,55.64,49.75,16.16,3.67,63.89,5,8.009,Medium,Sugarcane
17.03,681.46,56.0,5.6,180.65,47.11,77.13,13.93,3.46,55.86,0,8.072,Medium,Rice
33.2,995.86,55.14,6.45,148.74,64.13,42.43,21.44,3.98,43.24,0,8.843,High,Rice
33.76,1396.09,54.53,4.72,131.64,61.78,75.0,21.24,3.67,14.62,7,5.832,Low,Millet
20.45,941.97,55.2,6.77,146.66,61.26,48.79,13.38,4.07,59.3,7,7.16,Low,Millet
24.54,1198.84,59.2,6.86,146.95,70.47,85.17,20.9,3.03,36.12,1,8.544,High,Wheat
20.37,482.93,55.47,7.84,82.89,35.75,63.01,24.11,3.59,50.19,3,6.675,Low,Soybean
25.71,947.33,68.12,6.34,127.71,68.23,87.26,25.61,1.66,46.03,6,8.425,High,Barley
25.15,570.79,70.41,6.83,178.37,51.21,107.04,28.0,3.02,68.08,7,7.041,Low,Millet
31.68,456.92,51.34,5.81,111.71,64.0,119.74,14.39,5.59,43.12,6,7.781,Medium,Barley
34.86,678.19,84.07,6.21,125.18,79.15,16.8,28.0,3.98,44.77,1,6.665,Low,Wheat
35.37,1257.57,50.3,5.28,110.3,35.51,59.15,16.58,3.47,68.68,1,7.128,Low,Wheat
23.63,1185.0,40.73,6.34,27.45,54.37,72.42,15.63,6.34,35.13,1,8.458,High,Wheat
25.74,972.9,70.71,6.26,120.82,57.63,91.51,19.31,1.46,57.21,5,9.179,High,Sugarcane
16.9,440.19,52.74,6.74,132.07,49.71,38.74,15.67,1.84,42.02,5,7.046,Low,Sugarcane
22.16,841.12,69.82,6.0,99.5,78.0,55.45,19.6,6.07,29.96,2,8.203,High,Maize
32.79,990.51,28.94,6.57,73.81,45.59,83.26,12.72,3.57,45.02,2,7.662,Medium,Maize
36.69,952.66,85.89,6.23,84.78,48.89,82.12,17.04,3.14,55.38,1,8.271,High,Wheat
19.59,346.86,75.08,6.23,150.57,45.8,89.44,23.14,1.7,65.31,3,6.954,Low,Soybean
23.45,632.9,42.49,6.56,198.9,81.84,91.09,17.77,4.17,67.12,0,8.277,High,Rice
26.84,880.78,42.82,6.53,175.3,50.15,88.46,18.57,4.32,40.58,5,9.336,High,Sugarcane
28.68,1060.89,90.08,7.11,66.23,69.2,84.84,19.9,1.86,30.19,3,8.384,High,Soybean
22.14,241.16,53.94,6.4,154.19,99.51,81.39,22.68,3.29,40.22,4,7.558,Medium,Cotton
29.54,851.36,52.49,6.22,93.47,58.5,96.62,11.38,3.0,27.28,5,8.419,High,Sugarcane
24.16,942.91,31.01,6.36,96.71,82.24,24.02,20.34,3.88,41.74,5,8.548,High,Sugarcane
26.91,1154.88,59.74,5.93,101.52,93.43,118.61,16.93,1.82,39.88,2,9.194,High,Maize
30.28,1107.86,61.58,6.21,148.24,80.54,24.89,18.67,5.38,55.91,0,8.706,High,Rice
27.04,1074.77,75.73,8.12,158.37,59.66,53.02,22.24,4.87,11.91,0,7.064,Low,Rice
24.38,660.02,44.01,5.77,116.08,72.84,74.33,13.22,2.96,34.0,7,7.724,Medium,Millet
26.34,327.6,42.2,6.28,116.76,34.25,96.82,13.95,3.18,34.12,6,7.133,Low,Barley
26.47,782.08,71.76,6.19,138.57,44.4,15.0,10.26,3.3,62.81,6,7.287,Low,Barley
24.78,1200.49,80.1,6.3,142.72,47.91,79.3,15.8,2.33,28.29,6,7.871,Medium,Barley
25.45,1318.04,41.43,6.24,167.05,104.81,99.81,23.32,2.83,48.4,6,7.699,Medium,Barley
36.59,1113.16,81.22,6.72,68.63,43.75,104.86,17.52,3.09,43.08,4,7.57,Medium,Cotton
30.37,1028.8,65.56,5.13,120.8,43.45,62.57,12.64,5.92,60.65,4,8.11,Medium,Cotton
25.23,1013.89,81.38,7.33,77.28,39.12,72.48,16.06,4.92,53.94,5,8.277,High,Sugarcane
31.18,733.16,63.95,7.01,117.96,71.2,64.6,12.05,4.9,46.82,1,8.331,High,Wheat
25.0,860.98,27.17,5.51,110.95,62.85,70.18,13.5,4.05,36.68,2,7.871,Medium,Maize
34.04,1400.72,62.72,4.68,118.13,81.74,54.2,19.56,1.82,17.21,2,6.66,Low,Maize
29.22,617.23,80.9,5.72,88.01,73.43,57.77,13.3,3.44,48.71,6,7.757,Medium,Barley
26.36,1384.43,51.59,6.31,60.51,32.39,90.86,22.45,4.96,52.96,5,7.567,Medium,Sugarcane
29.69,803.39,59.18,8.56,36.22,43.85,83.29,17.72,1.61,21.38,7,7.257,Low,Millet
17.57,1297.63,62.36,6.93,114.75,87.31,92.29,18.34,4.45,26.49,3,7.681,Medium,Soybean
20.24,477.96,21.51,5.05,102.76,55.93,85.35,16.89,6.98,48.78,1,6.977,Low,Wheat
19.84,1075.77,90.07,5.95,92.96,83.75,97.61,21.09,5.09,50.09,5,8.038,Medium,Sugarcane
27.86,678.97,51.48,6.46,172.9,57.01,101.96,21.13,5.62,30.14,1,9.033,High,Wheat
37.4,475.42,72.59,6.7,85.62,40.65,36.46,19.34,3.83,36.39,1,7.045,Low,Wheat
40.39,965.56,63.7,5.45,176.67,53.93,58.64,20.26,4.95,17.45,1,6.598,Low,Wheat
30.83,1202.84,83.86,6.39,184.95,40.64,74.22,17.15,2.42,65.66,5,8.39,High,Sugarcane
30.01,646.52,71.09,5.93,41.96,48.69,79.43,20.17,4.69,25.5,6,8.13,Medium,Barley
16.19,450.3,61.48,5.62,123.7,64.02,63.25,16.65,4.48,53.13,2,6.578,Low,Maize
23.74,872.45,51.6,6.71,104.01,70.23,102.8,18.01,3.93,44.48,2,9.36,High,Maize
22.27,873.77,76.97,7.12,20.0,28.2,129.5,16.9,5.47,64.34,6,8.008,Medium,Barley
23.27,1064.5,36.9,7.17,62.21,59.65,84.65,16.17,2.69,33.12,1,7.866,Medium,Wheat
25.99,1184.88,74.69,6.96,151.0,48.27,82.11,15.24,3.22,45.92,3,8.889,High,Soybean
24.17,882.18,48.51,6.1,200.77,47.03,101.24,19.87,3.64,19.52,0,8.37,High,Rice
15.12,1456.65,83.78,7.07,156.11,62.65,33.35,23.24,1.96,15.92,5,5.569,Low,Sugarcane
31.49,967.27,67.42,6.75,132.95,48.99,80.71,22.68,3.84,53.95,0,8.695,High,Rice
20.56,796.07,74.66,6.61,119.15,87.64,104.48,12.97,0.92,18.22,7,7.49,Medium,Millet
28.44,416.53,66.23,6.01,187.31,83.76,63.92,23.16,5.07,41.58,6,8.12,Medium,Barley
39.44,821.2,38.71,6.1,205.93,83.64,49.34,16.73,3.57,60.17,3,7.785,Medium,Soybean
21.48,799.08,52.09,6.56,96.53,50.1,75.35,20.4,2.72,56.2,5,7.995,Medium,Sugarcane
11.82,1188.09,75.09,8.45,40.0,40.75,78.48,14.38,2.25,35.03,6,5.817,Low,Barley
25.28,1038.75,67.5,6.74,36.07,61.64,57.28,18.57,3.15,21.17,1,8.019,Medium,Wheat
33.61,546.19,82.71,6.01,172.88,56.99,132.4,19.25,4.53,52.64,2,8.32,High,Maize
38.75,951.68,71.05,5.83,118.12,47.82,68.03,12.06,4.32,65.13,0,7.132,Low,Rice
19.62,1101.46,50.5,6.11,127.33,36.49,51.16,20.43,2.44,35.07,4,7.679,Medium,Cotton
29.98,1358.41,53.06,8.24,48.37,59.17,77.66,23.38,2.23,32.95,4,7.37,Low,Cotton
24.21,1166.25,66.54,6.18,89.87,51.92,102.7,17.3,4.49,37.13,3,9.008,High,Soybean
26.36,1128.25,30.29,7.23,108.18,73.77,80.44,23.44,2.42,53.57,1,7.988,Medium,Wheat
42.87,918.03,90.1,6.2,128.31,73.3,92.14,17.24,3.59,63.43,7,7.171,Low,Millet
17.98,1016.49,71.63,6.71,104.06,82.02,58.21,21.4,3.69,26.41,0,8.007,Medium,Rice
28.52,1274.85,83.41,7.13,78.51,34.81,117.19,9.13,3.97,22.53,1,6.484,Low,Wheat
29.81,500.17,41.29,6.04,88.62,68.02,94.04,27.68,4.79,80.1,0,6.4,Low,Rice
33.51,795.17,83.67,5.99,168.33,45.45,106.19,23.98,1.61,42.34,3,8.064,Medium,Soybean
27.59,668.23,98.47,7.83,129.79,35.59,89.13,16.86,0.63,48.79,3,7.622,Medium,Soybean
28.85,1013.75,45.19,7.29,144.49,51.43,100.62,10.11,2.65,34.62,7,8.013,Medium,Millet
24.65,1269.07,76.57,7.13,84.05,81.37,58.17,19.15,6.2,52.35,4,8.593,High,Cotton
28.61,720.91,65.02,7.13,20.0,52.55,67.71,12.22,6.53,59.4,1,7.767,Medium,Wheat
24.94,200.0,41.83,6.87,99.08,91.31,113.66,19.78,6.25,49.5,5,7.537,Medium,Sugarcane
30.73,776.33,72.39,8.11,85.34,70.98,118.99,19.65,3.21,71.11,4,7.274,Low,Cotton
24.78,1174.04,77.5,6.54,133.96,52.12,51.32,14.23,0.83,40.1,1,7.748,Medium,Wheat
29.26,1061.29,55.98,6.96,250.0,83.2,86.24,22.48,0.5,41.06,4,9.176,High,Cotton
26.82,1028.46,82.49,5.34,147.81,68.91,69.23,21.22,2.58,48.47,5,8.331,High,Sugarcane
33.76,816.0,40.0,5.84,229.44,41.35,62.57,21.9,3.2,51.97,2,7.916,Medium,Maize
26.69,516.29,42.58,5.54,142.75,97.18,87.12,18.04,5.45,48.42,2,7.791,Medium,Maize
16.36,1054.59,67.05,7.52,94.8,65.19,108.52,12.34,4.8,25.73,7,6.739,Low,Millet
34.57,649.72,65.38,4.5,133.92,60.38,91.29,21.91,3.84,49.69,2,7.422,Low,Maize
21.57,1555.23,54.25,6.18,191.23,42.89,72.01,16.92,2.17,39.39,2,7.448,Low,Maize
23.08,1071.15,77.14,4.5,193.18,83.59,92.87,12.44,2.06,36.29,6,7.519,Medium,Barley
23.43,725.81,72.96,5.83,96.99,70.35,71.0,23.41,3.88,45.49,0,8.297,High,Rice
35.25,716.58,77.87,6.11,130.13,72.58,90.3,26.4,4.55,30.58,6,6.753,Low,Barley
14.19,872.12,63.15,7.61,62.83,49.85,114.91,17.84,4.09,27.97,6,7.239,Low,Barley
45.0,828.15,74.04,6.82,152.99,76.68,28.07,26.64,1.95,10.0,7,5.289,Low,Millet
33.34,1235.05,58.32,5.83,182.13,78.24,99.93,18.37,4.48,71.21,6,7.3,Low,Barley
28.34,955.92,95.81,7.35,121.59,46.62,41.52,16.48,4.14,53.34,2,7.798,Medium,Maize
26.67,680.51,52.81,6.51,93.3,31.66,110.71,15.48,1.89,43.25,5,8.654,High,Sugarcane
28.71,1467.13,96.58,6.53,134.41,71.63,64.07,24.55,2.32,34.99,7,6.863,Low,Millet
30.13,914.79,65.52,5.54,136.7,28.53,49.56,14.88,4.53,10.0,7,7.587,Medium,Millet
30.87,1130.65,44.37,5.71,123.25,63.04,97.38,20.94,3.15,34.07,3,7.716,Medium,Soybean
30.33,717.53,85.52,5.84,127.15,51.06,89.1,15.76,5.88,55.74,7,8.609,High,Millet
27.54,1008.93,66.89,6.54,113.05,84.37,55.02,16.16,4.25,59.13,3,9.178,High,Soybean
25.82,993.33,77.77,6.56,159.84,52.14,48.68,22.12,2.77,54.63,7,8.59,High,Millet
26.09,333.11,83.36,7.74,149.45,82.15,75.31,16.48,3.48,47.38,0,7.299,Low,Rice
25.83,1504.58,70.07,6.81,80.68,49.72,49.9,16.38,3.6,64.56,2,7.152,Low,Maize
33.8,1287.19,56.12,4.5,79.58,80.0,53.46,22.53,2.41,40.07,7,6.447,Low,Millet
30.56,780.84,79.64,6.71,109.83,101.21,82.89,24.39,2.13,61.28,2,7.645,Medium,Maize
10.0,569.32,65.01,5.34,149.47,38.64,55.85,20.58,4.55,39.23,2,5.967,Low,Maize
30.94,1004.27,75.29,5.73,125.92,65.84,90.66,15.38,4.77,31.78,4,8.686,High,Cotton
28.17,926.01,32.69,5.85,94.27,114.98,117.25,15.96,4.41,29.91,7,8.572,High,Millet
26.89,1006.7,71.7,5.97,130.46,61.33,76.29,18.32,5.77,29.03,1,9.319,High,Wheat
24.67,957.47,55.42,5.4,106.77,61.24,83.25,19.28,2.69,54.89,4,8.355,High,Cotton
33.74,1051.87,89.8,6.66,155.22,75.77,130.45,14.05,6.01,33.86,1,7.942,Medium,Wheat
32.69,1334.19,74.35,5.37,133.32,60.82,50.31,20.89,2.15,29.5,2,6.916,Low,Maize
22.36,1070.43,68.6,6.79,107.39,25.86,109.78,18.34,1.98,55.71,2,8.422,High,Maize
29.44,585.1,72.29,8.29,129.26,82.65,106.77,11.14,0.86,49.92,4,7.079,Low,Cotton
21.17,1308.77,50.02,5.44,172.6,19.94,101.36,14.28,2.83,59.44,4,7.172,Low,Cotton
18.72,1392.18,89.35,6.27,97.21,51.66,112.29,15.98,2.74,52.69,1,7.071,Low,Wheat
23.24,1845.62,94.87,4.5,136.11,84.15,87.01,17.71,4.29,33.7,3,5.798,Low,Soybean
32.17,562.95,70.89,6.26,117.18,52.87,65.43,25.56,3.87,46.14,1,8.004,Medium,Wheat
32.72,972.86,88.86,7.01,137.08,46.13,107.36,18.95,1.71,46.88,4,9.045,High,Cotton
30.08,275.37,56.46,7.08,93.82,77.59,108.32,14.64,2.91,31.21,5,7.797,Medium,Sugarcane
31.35,1065.94,53.04,6.56,124.41,42.98,107.63,18.88,2.94,28.43,4,8.635,High,Cotton
30.1,735.54,65.61,7.21,164.31,35.56,81.11,16.59,0.84,34.79,5,8.846,High,Sugarcane
23.15,1477.03,71.52,8.54,82.52,65.49,62.1,19.3,2.03,75.55,0,6.679,Low,Rice
29.59,667.62,59.09,7.87,66.82,56.34,84.78,20.32,2.34,38.81,4,8.237,High,Cotton
31.8,393.25,73.07,6.08,68.34,35.13,103.56,22.84,5.65,63.49,0,6.817,Low,Rice
31.53,758.62,69.6,5.34,73.17,72.74,105.61,17.9,3.79,37.97,3,8.437,High,Soybean
34.13,307.35,50.03,6.18,143.81,69.29,69.26,24.56,4.49,58.33,1,6.789,Low,Wheat
31.25,1125.33,72.78,5.74,63.77,52.8,87.88,21.63,1.25,58.54,5,7.57,Medium,Sugarcane
29.11,280.48,77.95,6.86,108.08,54.17,47.28,15.17,5.29,59.29,1,7.212,Low,Wheat
33.42,908.54,67.57,5.56,144.73,69.41,104.62,26.84,5.45,50.82,0,8.021,Medium,Rice
26.84,276.66,82.29,6.44,136.67,83.81,60.42,19.31,0.5,65.66,5,6.815,Low,Sugarcane
21.71,803.91,46.74,7.17,104.58,54.34,99.63,14.66,2.44,50.68,1,7.765,Medium,Wheat
26.02,1393.01,72.02,6.42,127.64,73.09,51.27,24.61,4.24,70.7,4,7.049,Low,Cotton
22.53,1008.19,47.45,5.74,124.29,71.3,105.79,26.31,4.47,20.7,2,7.405,Low,Maize
22.95,640.95,48.29,7.44,111.03,77.59,88.05,17.87,2.48,50.22,0,7.717,Medium,Rice
26.13,890.64,55.54,5.0,111.57,60.79,60.47,15.99,3.04,49.25,1,8.239,High,Wheat
22.25,905.41,50.87,6.24,209.42,41.75,97.28,17.31,2.6,30.95,0,9.084,High,Rice
25.15,1041.79,56.78,6.47,152.37,50.75,65.24,20.86,3.67,53.69,6,8.82,High,Barley
15.64,489.94,61.79,6.51,219.23,66.86,98.74,23.11,5.3,22.65,0,7.051,Low,Rice
28.28,1077.77,77.56,6.64,100.12,96.37,73.15,20.28,2.34,35.19,5,8.603,High,Sugarcane
27.01,200.0,60.18,6.99,116.6,50.32,36.97,18.41,5.0,15.01,6,6.625,Low,Barley
22.1,711.03,41.22,6.47,66.71,76.1,55.44,23.99,2.33,68.38,7,7.604,Medium,Millet
30.96,753.52,82.1,6.21,87.62,53.44,69.24,16.75,2.23,41.53,5,8.659,High,Sugarcane
32.63,1090.0,52.44,6.17,196.08,62.21,114.2,22.12,4.73,77.5,2,7.287,Low,Maize
17.35,906.79,64.12,6.01,99.12,90.31,102.53,16.85,4.88,57.04,6,7.799,Medium,Barley
22.42,478.33,71.7,7.13,196.77,75.29,120.6,19.72,4.78,51.72,7,8.765,High,Millet
22.39,604.5,67.99,5.98,70.27,35.17,121.34,17.55,1.53,36.21,4,7.91,Medium,Cotton
21.36,959.6,81.41,7.18,77.86,48.55,66.63,17.78,2.8,29.3,0,8.327,High,Rice
31.98,876.28,72.19,6.52,106.35,85.12,75.29,16.49,4.73,52.84,1,8.632,High,Wheat
25.84,726.26,52.08,6.08,117.45,62.84,69.72,23.38,3.56,43.93,3,8.442,High,Soybean
25.41,755.75,97.68,6.99,156.92,37.02,63.21,15.07,1.89,24.91,0,7.981,Medium,Rice
14.98,1108.85,67.92,5.92,138.03,43.62,33.96,15.04,4.19,22.25,7,6.054,Low,Millet
30.81,744.69,62.79,7.01,103.35,74.07,79.63,26.48,2.43,30.62,0,7.275,Low,Rice
19.56,873.57,79.46,6.67,114.67,79.89,47.86,21.91,6.19,72.31,2,7.556,Medium,Maize
27.36,1550.98,68.74,6.02,107.24,60.36,79.15,8.46,5.82,78.2,4,5.919,Low,Cotton
28.66,472.9,70.99,6.92,83.41,109.51,132.89,15.74,4.41,48.07,3,8.848,High,Soybean
35.16,344.45,100.0,6.94,84.48,76.48,67.27,10.75,5.54,47.23,6,5.535,Low,Barley
19.15,1135.08,60.87,7.43,161.12,55.13,84.87,14.2,3.6,39.96,6,7.895,Medium,Barley
10.0,696.41,60.23,7.27,46.87,43.69,102.67,8.0,4.65,30.98,6,5.285,Low,Barley
28.1,804.53,66.75,6.89,184.69,40.5,87.01,17.45,5.72,65.63,7,8.607,High,Millet
37.8,665.65,81.07,5.6,106.28,66.71,87.31,13.43,3.87,73.1,5,6.019,Low,Sugarcane
34.43,822.06,42.4,8.46,89.1,50.22,70.94,18.24,3.12,31.6,5,7.606,Medium,Sugarcane
28.26,1379.56,35.52,5.38,149.59,93.47,74.2,11.5,0.94,43.76,1,6.578,Low,Wheat
24.05,1140.64,56.19,7.26,179.41,89.33,56.0,18.33,3.38,38.25,3,8.587,High,Soybean
31.84,1158.67,40.49,6.85,164.71,72.66,101.15,16.34,4.74,38.7,6,7.698,Medium,Barley
21.16,475.13,58.63,5.56,140.07,36.42,36.46,24.01,4.92,62.79,5,7.242,Low,Sugarcane
29.86,554.65,72.54,6.4,163.47,46.56,104.28,23.65,4.26,25.32,7,7.937,Medium,Millet
30.03,200.0,51.64,6.44,51.34,85.11,44.91,21.14,2.69,52.0,1,7.342,Low,Wheat
33.36,657.19,43.6,7.54,99.13,48.74,104.07,16.69,0.53,55.92,4,8.074,Medium,Cotton
43.56,1187.01,66.04,5.93,83.55,82.44,71.15,25.94,2.76,42.87,1,6.34,Low,Wheat
29.35,1055.08,77.94,6.29,168.99,69.49,49.2,11.79,3.04,58.4,5,8.303,High,Sugarcane
23.95,833.55,39.58,4.63,104.66,61.03,94.48,12.39,3.03,47.21,2,7.411,Low,Maize
26.85,893.31,77.3,7.89,153.82,45.94,103.22,17.66,4.43,63.26,7,8.4,High,Millet
16.39,693.33,77.26,5.64,141.43,58.12,69.05,27.02,6.48,22.17,2,6.008,Low,Maize
22.83,961.43,79.31,6.76,85.51,63.79,98.02,17.19,3.69,39.77,6,8.686,High,Barley
24.54,1129.76,83.28,6.42,96.52,80.65,22.87,17.27,3.17,43.92,2,8.835,High,Maize
23.86,415.23,98.03,6.42,171.75,42.29,46.99,12.23,3.11,10.0,6,6.47,Low,Barley
27.91,989.89,59.66,7.15,88.98,54.74,112.31,21.78,3.69,28.71,6,8.428,High,Barley
22.07,1179.73,66.64,7.84,124.99,60.9,74.41,21.81,2.26,32.8,5,7.021,Low,Sugarcane
33.73,775.47,58.75,6.7,88.7,73.25,33.44,21.16,3.68,59.22,2,8.539,High,Maize
27.0,1110.21,65.03,7.02,107.44,41.83,62.53,15.48,4.18,34.4,6,8.283,High,Barley
26.94,1744.4,87.99,6.76,118.15,33.67,56.91,15.17,3.81,32.73,3,7.257,Low,Soybean
25.03,868.7,44.82,7.31,88.69,73.48,75.85,12.83,4.19,57.26,4,8.138,Medium,Cotton
27.93,1017.99,52.08,6.13,81.58,29.64,70.73,18.34,4.15,20.73,1,7.772,Medium,Wheat
31.95,678.58,85.66,7.36,131.45,85.7,84.47,13.68,0.84,13.93,1,7.662,Medium,Wheat
21.8,954.38,80.3,7.39,86.21,56.88,78.26,13.29,4.46,39.58,5,8.034,Medium,Sugarcane
23.05,1038.08,59.55,7.37,87.57,29.05,113.99,16.31,2.49,23.28,2,8.46,High,Maize
25.18,958.45,77.82,5.97,82.44,50.39,90.61,16.04,1.86,23.85,2,8.285,High,Maize
18.92,594.09,70.12,6.37,116.88,67.58,91.44,15.85,1.84,53.6,6,8.144,High,Barley
22.08,961.91,87.5,6.69,157.75,49.35,109.13,19.87,4.15,58.14,7,7.816,Medium,Millet
24.14,1338.66,66.12,5.4,180.26,60.4,70.28,18.32,3.17,56.83,0,7.634,Medium,Rice
32.25,1034.59,80.38,7.78,90.96,74.8,48.45,16.85,0.98,61.63,6,7.192,Low,Barley
28.58,1188.6,100.0,6.49,206.01,55.96,110.17,18.73,4.22,63.62,4,7.991,Medium,Cotton
28.16,828.9,73.97,6.73,79.81,41.26,83.4,14.03,1.34,13.07,3,8.144,High,Soybean
32.11,1124.97,65.74,6.04,163.34,54.02,83.48,18.42,3.71,51.76,1,8.335,High,Wheat
26.18,983.78,75.84,5.44,91.13,88.3,64.17,18.6,3.86,37.06,6,8.903,High,Barley
29.34,614.73,59.52,6.02,85.16,93.7,64.58,11.99,4.83,33.79,0,7.723,Medium,Rice
